	PSSM-Id	CD accession	CD short name	CD description	PSSM-Length
26125	197305	cd07026	Ribosomal_L20	Ribosomal protein L20. The ribosomal protein family L20 contains members from eubacteria, as well as their mitochondrial and plastid homologs. L20 is an assembly protein, required for the first in-vitro reconstitution step of the 50S ribosomal subunit, but does not seem to be essential for ribosome activity. L20 has been shown to partially unfold in the absence of RNA, in regions corresponding to the RNA-binding sites. L20 represses the translation of its own mRNA via specific binding to two distinct mRNA sites, in a manner similar to the L20 interaction with 23S ribosomal RNA. 	106
29413	211392	cd11380	Ribosomal_S8e_like	Eukaryotic/archaeal ribosomal protein S8e and similar proteins. This family contains the eukaryotic/archaeal ribosomal protein S8, a component of the small ribosomal subunits, as well as the NSA2 gene product.	138
29415	211394	cd11382	Ribosomal_S8e	Eukaryotic/archaeal ribosomal protein S8e (RPS8). The eukaryotic/archaeal ribosomal protein S8 is a component of the small (40S in eukaryotes, 30S in archaea) ribosomal subunits and interacts tightly with 18S rRNA (16S rRNA in archaea, presumably).	122
30980	240520	cd13156	KOW_RPL6	KOW motif of Ribosomal Protein L6. RPL6 contains KOW motif that has an extra ribosomal role as an oncogenic. KOW domain is known as an RNA-binding motif that is shared so far among some families of ribosomal proteins, the essential bacterial transcriptional elongation factor NusG, the eukaryotic chromatin elongation factor Spt5, the higher eukaryotic KIN17 proteins and Mtr4. 	152
32496	271246	cd14867	uS7_Eukaryote	Eukaryota homolog of Ribosomal Protein S7. uS7, also known as Ribosomal protein (RP)S7, is an important part of the translation process which is universally present in the small subunit of prokaryotic and eukaryotic ribosomes. Eukaryotic RPS7 (also named RPS5) have variable N-terminal regions that affect the efficiency of initiation translation process by impacting small ribosomal subunit to function. The ribosome small subunit is one of the two subunits of ribosome organelles that use mRNA as a template for protein synthesis in a process called translation. The small subunits of bacteria and eukaryotes have the same shape of head, body, platform, beak, and shoulder. RPS7 is located at the head of the small subunit which is a primary ribosomal RNA (rRNA) binding protein that assists in rRNA folding and the binding of other proteins during small subunit assembly in all species. RPS7 is also involved in the formation of the mRNA exit channel at the interface of the large and small subunits. Some ribosomal proteins have extra ribosomal functions in cell differentiation and apoptosis.	185
32497	271247	cd14868	uS7_Mitochondria_Fungi	Fungal Mitochondrial homolog of Ribosomal Protein S7. uS7, also known as Ribosomal protein (RP)S7, is an important part of the translation process which is universally present in the small subunit of prokaryotic and eukaryotic ribosomes. Fungal and plants mitochondrial RPS7 shows less homology to the mammalian than to bacterial RPS7. The ribosome small subunit is one of the two subunits of ribosome organelles that use mRNA as a template for protein synthesis in a process called translation. The small subunits of bacteria and eukaryotes have the same shape of head, body, platform, beak, and shoulder. RPS7 is located at the head of the small subunit. RPS7 is a primary ribosomal RNA (rRNA) binding protein that assists in rRNA folding and the binding of other proteins during small subunit assembly in all species. RPS7 is also involved in the formation of the mRNA exit channel at the interface of the large and small subunits. Some ribosomal proteins have extra ribosomal functions in cell differentiation and apoptosis.	151
32498	271248	cd14869	uS7_Bacteria	Bacterial homolog of Ribosomal Protein S7. uS7, also known as Ribosomal protein (RP)S7, is an important part of the translation process which is universally present in the small subunit of prokaryotic and eukaryotic ribosomes. Prokaryotic RPS7 is lacking the variable N-terminal region of eukaryotic RPS7. The ribosome small subunit is one of the two subunits of ribosome organelles that use mRNA as a template for protein synthesis in a process called translation. The small subunits of bacteria and eukaryotes have the same shape of head, body, platform, beak, and shoulder. RPS7 is located at the head of the small subunit which is a primary ribosomal RNA (rRNA) binding protein that assists in rRNA folding and the binding of other proteins during small subunit assembly in all species. RPS7 is also involved in the formation of the mRNA exit channel at the interface of the large and small subunits. Some ribosomal proteins have extra ribosomal functions in cell differentiation and apoptosis.	138
32499	271249	cd14870	uS7_Mitochondria_Mammalian	Mammalian Mitochondrial homolog of Ribosomal Protein S7. uS7, also known as Ribosomal protein (RP)S7, is an important part of the translation process which is universally present in the small subunit of prokaryotic and eukaryotic ribosomes. MRPS7 shows more homology to bacterial RPS7 than mitochondrial proteins from plants and fungi. The ribosome small subunit is one of the two subunits of ribosome organelles that use mRNA as a template for protein synthesis in a process called translation. The ribosomes present in mammalian mitochondria have more proteins and low percentage of ribosomal RNA than bacterial ribosomes. The small subunits of bacteria and eukaryotes have the same shape of head, body, platform, beak, and shoulder. RPS7 is located at the head of the small subunit. RPS7 is a primary ribosomal RNA (rRNA) binding protein that assists in rRNA folding and the binding of other proteins during small subunit assembly in all species. RPS7 is also involved in the formation of the mRNA exit channel at the interface of the large and small subunits. Some ribosomal proteins have extra ribosomal functions in cell differentiation and apoptosis.	199
32500	271250	cd14871	uS7_Chloroplast	Chloroplast homolog of Ribosomal Protein S7. Chloroplast RPS7 has both general and specific regulatory roles in chloroplast translation process. uS7, also known as Ribosomal protein (RP)S7, is universally present in the small subunit of prokaryotic and eukaryotic ribosomes. The chloroplasts of plants and algae have bacterial ancestry, but it has adopted novel mechanisms in order to execute its roles within a eukaryotic cell. Chloroplast RPS7 is more homologous to bacterial RPS7 than other eukaryotic mitochondrial proteins. The ribosome small subunit is one of the two subunits of ribosome organelles that use mRNA as a template for protein synthesis in a process called translation. The chloroplast translation regulation is more complex than in bacteria with additional RNA and chloroplast-unique proteins. The small subunits of bacteria and eukaryotes have the same shape of head, body, platform, beak, and shoulder. RPS7 is located at the head of the small subunit. RPS7 is a primary ribosomal RNA (rRNA) binding protein that assists in rRNA folding and the binding of other proteins during small subunit assembly in all species. RPS7 is also involved in the formation of the mRNA exit channel at the interface of the large and small subunits. Some ribosomal proteins have extra ribosomal functions in cell differentiation and apoptosis.	146
33059	275386	cd15465	bS6_mito	Mitochondrial Ribosomal Protein (MRP) S6. bS6_MRPS6 is one of the proteins of the small subunit of the mitochondrial ribosome. Mitochondrial and chloroplastic ribosomes are similar to bacterial ribosomes. The ribosome is a ribonucleoprotein organelle that decodes the genetic information in messenger RNA and forms peptide bonds to synthesize the corresponding polypeptide. Ribosomes consist of a large and a small subunit, which assemble during the initiation stage of protein synthesis. Prokaryotic ribosomes consist of three molecules of RNA and more than 50 proteins. The small subunits of bacterial and eukaryotic ribosomes have the same overall shapes (with structural elements described as head, body, platform, beak and shoulder). Mitochondrial and chloroplastic ribosomes synthesize proteins that are involved in oxidative phosphorylation (ATP generation) and photosynthesis. bS6_MRPS6 is one of the fourteen mitochondrial ribosomal proteins that is  known to have significant sequence homology with their bacterial counterpart.	95
33078	271251	cd15484	uS7_plant	plant ribosomal protein S7. uS7, also known as Ribosomal protein (RP)S7, is an important part of the translation process which is universally present in the small subunit of prokaryotic and eukaryotic ribosomes. The ribosome small subunit is one of the two subunits of ribosome organelles that use mRNA as a template for protein synthesis in a process called translation. The small subunits of bacteria and eukaryotes have the same shape of head, body, platform, beak, and shoulder. RPS7 is located at the head of the small subunit. RPS7 is a primary ribosomal RNA (rRNA) binding protein that assists in rRNA folding and the binding of other proteins during small subunit assembly in all species. RPS7 is also involved in the formation of the mRNA exit channel at the interface of the large and small subunits. Some ribosomal proteins have extra ribosomal functions in cell differentiation and apoptosis.	147
33081	275387	cd15487	bS6_chloro_cyano	30S ribosomal protein S6 of chloroplasts and cyanobacteria. bS6 is one of the components of the small subunit of the prokaryotic ribosome, a ribonucleoprotein organelle that decodes the genetic information in messenger RNA and forms peptide bonds to synthesize the corresponding polypeptides. Mitochondrial and chloroplastic ribosomes are similar to bacterial ribosomes. Ribosomes consist of a large and a small subunit, which assemble during the initiation stage of protein synthesis. Prokaryotic ribosomes consist of three molecules of RNA and more than 50 proteins. The small subunits of bacterial and eukaryotic ribosomes have the same overall shapes (with structural elements described as head, body, platform, beak and shoulder). The bacterial ribosomal protein S6 is important for the assembly of the central domain of the small subunit via heterodimerization with ribosomal protein S18.	94
36920	380703	cd19874	DSRM_MRPL44	double-stranded RNA binding motif of mitochondrial 39S ribosomal protein L44 (MRPL44) and similar proteins. MRPL44 (also known as L44mt, MRP-L44, or mitochondrial large ribosomal subunit protein mL44) is a component of the 39S subunit of mitochondrial ribosome. It may play a role in the assembly/stability of nascent mitochondrial polypeptides exiting the ribosome. MRPL44 contains a RNase III-like domain and a double-stranded RNA binding motif (DSRM). DSRM is not sequence specific, but highly specific for dsRNAs of various origin and structure.	84
37253	380747	cd20315	DSRM_mL44_subfamily	double-stranded RNA binding motif of mL44 subfamily proteins. The mitochondrion-specific ribosomal protein mL44 subfamily is composed of mitochondrial 54S ribosomal protein L3 (MRPL3) and mitochondrial 39S ribosomal protein L44 (MRPL44). MRPL3 (also known as mitochondrial large ribosomal subunit protein mL44) is a component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. MRPL44 (also called L44mt, MRP-L44, or mitochondrial large ribosomal subunit protein mL44) is a component of the 39S subunit of mitochondrial ribosome. It may play a role in the assembly/stability of nascent mitochondrial polypeptides exiting the ribosome. Members of this family contain a RNase III-like domain and a double-stranded RNA binding motif (DSRM). DSRM is not sequence specific, but highly specific for dsRNAs of various origin and structure.	71
39061	412243	cl00232	Ribosomal_L19e	N/A. Ribosomal protein L19e, archaeal.  L19e is found in the large ribosomal subunit of eukaryotes and archaea. L19e is distinct from the ribosomal subunit L19, which is found in prokaryotes. It consists of two small globular domains connected by an extended segment. It is located toward the surface of the large subunit, with one exposed end involved in forming the intersubunit bridge with the small subunit.  The other exposed end is involved in forming the translocon binding site, along with L22, L23, L24, L29, and L31e subunits.	0
39084	412266	cl00258	RIBOc	N/A. Members of this family are involved in rDNA transcription and rRNA processing. They probably also cleave a stem-loop structure at the 3' end of U2 snRNA to ensure formation of the correct U2 3' end; they are involved in polyadenylation-independent transcription termination. Some members may be mitochondrial ribosomal protein subunit L15, others may be 60S ribosomal protein L3.	0
39120	412301	cl00313	uS7	Ribosomal protein S7. This family contains ribosomal protein S7 from prokaryotes and S5 from eukaryotes.	0
39121	412302	cl00314	Ribosomal_S10	Ribosomal protein S10p/S20e. This model describes the archaeal ribosomal protein uS10 and its equivalents (previously called S20) in eukaryotes. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39122	412303	cl00315	RPS2	N/A. This model describes the ribosomal protein of the cytosol and of Archaea, homologous to S2 of bacteria. It is designated typically as Sa in eukaryotes and Sa or S2 in the archaea. TIGR01011 describes the related protein of organelles and bacteria. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39129	351027	cl00324	RplC	Ribosomal protein L3 [Translation, ribosomal structure and biogenesis]. This model describes exclusively the archaeal class of ribosomal protein L3. A separate model (TIGR03625) describes the bacterial/organelle form, and both belong to pfam00297. Eukaryotic proteins are excluded from this model. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39130	412310	cl00325	Ribosomal_L4	Ribosomal protein L4/L1 family. Members of this protein family are ribosomal protein L4. This model recognizes bacterial and most organellar forms, but excludes homologs from the eukaryotic cytoplasm and from archaea. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39131	412311	cl00326	Ribosomal_L23	Ribosomal protein L23. This model describes the archaeal ribosomal protein L23P and rigorously excludes the bacterial counterpart L23. In order to capture every known instance of archaeal L23P, the trusted cutoff is set lower than a few of the highest scoring eukaryotic cytosolic ribosomal counterparts. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39133	412313	cl00328	Ribosomal_L14	Ribosomal protein L14p/L23e. Part of the 50S ribosomal subunit. Forms a cluster with proteins L3 and L24e, part of which may contact the 16S rRNA in 2 intersubunit bridges.	0
39134	412314	cl00330	Ribosomal_S8	Ribosomal protein S8. 30S ribosomal protein S8; Validated	0
39135	412315	cl00331	Ribosomal_S13	Ribosomal protein S13/S18. This model describes bacterial ribosomal protein S13, to the exclusion of the homologous archaeal S13P and eukaryotic ribosomal protein S18. This model identifies some (but not all) instances of chloroplast and mitochondrial S13, which is of bacterial type. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39136	320911	cl00332	Ribosomal_S11	Ribosomal protein S11. This model describes the bacterial 30S ribosomal protein S11. Cutoffs are set such that the model excludes archaeal and eukaryotic ribosomal proteins, but many chloroplast and mitochondrial equivalents of S11 are detected. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39137	412316	cl00333	Ribosomal_L13	N/A. 60S ribosomal protein L13a; Provisional	0
39138	412317	cl00334	Ribosomal_S9	Ribosomal protein S9/S16. ribosomal protein S9	0
39149	412325	cl00349	S15_NS1_EPRS_RNA-bind	N/A. 40S ribosomal protein S15; Provisional	0
39150	412326	cl00350	Ribosomal_S19	Ribosomal protein S19. This model represents eukaryotic ribosomal protein uS19 (previously S15) and its archaeal equivalent. It excludes bacterial and organellar ribosomal protein S19. The nomenclature for the archaeal members is unresolved and given variously as S19 (after the more distant bacterial homologs) or S15. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39151	412327	cl00351	Ribosomal_S17	Ribosomal protein S17. This model describes the bacterial ribosomal small subunit protein S17, while excluding cytosolic eukaryotic homologs and archaeal homologs. The model finds many, but not, chloroplast and mitochondrial counterparts to bacterial S17. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39153	412329	cl00353	Ribosomal_L16_L10e	N/A. This model describes bacterial and organellar ribosomal protein L16. The homologous protein of the eukaryotic cytosol is designated L10 [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39154	412330	cl00354	KOW	KOW: an acronym for the authors&apos; surnames (Kyrpides, Ouzounis and Woese). Ribosomal_L26 is a family of the 50S and the 60S ribosomal proteins from eukaryotes - L26 - and archaea - L25.	0
39155	412331	cl00355	Ribosomal_S14	Ribosomal protein S14p/S29e. 30S ribosomal protein S14P; Reviewed	0
39156	412332	cl00356	Ribosomal_L17	Ribosomal protein L17. Eubacterial and mitochondrial. The mitochondrial form, from yeast, contains an additional 110 amino acids C-terminal to the region found by this model. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39157	412333	cl00359	Ribosomal_L27	Ribosomal L27 protein. Eubacterial, chloroplast, and mitochondrial. Mitochondrial members have an additional C-terminal domain. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39162	412338	cl00367	Ribosomal_L28	Ribosomal L28 family. This model describes bacterial and chloroplast forms of the 50S ribosomal protein L28, a polypeptide about 60 amino acids in length. Mitochondrial homologs differ substantially in architecture (e.g. SP|P36525 from Saccharomyces cerevisiae, which is 258 amino acids long) and are not included. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39163	412339	cl00368	Ribosomal_S16	Ribosomal protein S16. This model describes ribosomal S16 of bacteria and organelles. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39164	412340	cl00370	Ribosomal_L34	Ribosomal protein L34. 50S ribosomal protein L34; Reviewed	0
39165	412341	cl00373	Ribosomal_S18	Ribosomal protein S18. This ribosomal small subunit protein is found in all eubacteria so far, as well as in chloroplasts. YER050C from Saccharomyces cerevisiae and a related protein from Caenorhabditis elegans appear to be homologous and may represent mitochondrial forms. The trusted cutoff is set high enough that these two candidate S18 proteins are not categorized automatically. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39166	412342	cl00376	Ribosomal_L10_P0	N/A. 60S acidic ribosomal protein P0; Provisional	0
39167	412343	cl00377	Ribosomal_L31	Ribosomal protein L31. This family consists exclusively of bacterial (and organellar) 50S ribosomal protein L31. In some species, such as Bacillus subtilis, this protein exists in two forms (RpmE and YtiA), one of which (RpmE) contains a pair of motifs, CXC and CXXC, for binding zinc. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39168	412344	cl00379	Ribosomal_L18_L5e	N/A. This family includes the large subunit ribosomal proteins from bacteria, archaea, the mitochondria and the chloroplast. It does not include the 60S L18 or L5 proteins from Metazoa.	0
39169	412345	cl00380	Ribosomal_L36	Ribosomal protein L36. 50S ribosomal protein L36; Validated	0
39171	412347	cl00382	Ribosomal_L21p	Ribosomal prokaryotic L21 protein. 50S ribosomal protein L21; Validated	0
39172	412348	cl00383	Ribosomal_L33	Ribosomal protein L33. This model describes bacterial ribosomal protein L33 and its chloroplast and mitochondrial equivalents. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39173	412349	cl00384	Ribosomal_S20p	Ribosomal protein S20. ribosomal protein S20	0
39178	412354	cl00392	Ribosomal_L35p	Ribosomal protein L35. This ribosomal protein is found in bacteria and organelles only. It is not closely related to any eukaryotic or archaeal ribosomal protein. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
39179	412355	cl00393	Ribosomal_L20	Ribosomal protein L20. ribosomal protein L20	0
39185	412361	cl00406	Ribosomal_L19	Ribosomal protein L19. 50S ribosomal protein L19; Provisional	0
39190	412366	cl00414	bS6	Bacterial ribosomal protein S6. bS6 is one of the components of the small subunit of the prokaryotic ribosome, a ribonucleoprotein organelle that decodes the genetic information in messenger RNA and forms peptide bonds to synthesize the corresponding polypeptides. Mitochondrial and chloroplastic ribosomes are similar to bacterial ribosomes. Ribosomes consist of a large and a small subunit, which assemble during the initiation stage of protein synthesis. Prokaryotic ribosomes consist of three molecules of RNA and more than 50 proteins. The small subunits of bacterial and eukaryotic ribosomes have the same overall shapes (with structural elements described as head, body, platform, beak and shoulder). The bacterial ribosomal protein S6 is important for the assembly of the central domain of the small subunit via heterodimerization with ribosomal protein S18.	0
39257	412427	cl00529	Ribosomal_S21	Ribosomal protein S21. 30S ribosomal protein S21; Reviewed	0
39299	412466	cl00600	Ribosomal_L7Ae	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family. This RNA binding Pelota domain is at the C-terminus of a PRTase family. These PRTase+Pelota genes are found in the biosynthetic operon associated with the Ter stress-response operon and are predicted to be involved in the biosynthesis of a ribo-nucleoside involved in stress response.	0
39306	412473	cl00610	Ribosomal_S17e	Ribosomal S17. 40S ribosomal protein S17; Provisional	0
39345	412511	cl00671	Ribosomal_L40e	Ribosomal L40e family. 50S ribosomal protein L40e; Provisional	0
39361	412526	cl00706	Ribosomal_L44	Ribosomal protein L44. 60S ribosomal protein L36a; Provisional	0
39383	412545	cl00748	Ribosomal_L32_L32e	N/A. This family includes ribosomal protein L32 from eukaryotes and archaebacteria.	0
39408	412568	cl00787	Ribosomal_L25_TL5_CTC	Ribosomal L25/TL5/CTC N-terminal 5S rRNA binding domain. Ribosomal protein L25 is an RNA binding protein, that binds 5S rRNA. This family includes Ctc from B. subtilis, which is induced by stress.	0
39432	412590	cl00821	Ribosomal_S3Ae	Ribosomal S3Ae family. 30S ribosomal protein S3Ae; Validated	0
39466	412623	cl00876	Ribosomal_S27	Ribosomal protein S27a. 30S ribosomal protein S27ae; Validated	0
39468	412625	cl00878	Ribosomal_S24e	Ribosomal protein S24e. 40S ribosomal protein S24; Provisional	0
39469	294572	cl00880	Ribosomal_S8e_like	Eukaryotic/archaeal ribosomal protein S8e and similar proteins. 40S ribosomal protein S8-like; Provisional	0
39481	294584	cl00897	Ribosomal_S27e	Ribosomal protein S27. 40S ribosomal protein S27; Provisional	0
39494	412649	cl00921	Ribosomal_L31e	Eukaryotic/archaeal ribosomal protein L31. 50S ribosomal protein L31e; Reviewed	0
39499	412654	cl00931	Ribosomal_S6e	Ribosomal protein S6e. 30S ribosomal protein S6e; Validated	0
39500	412655	cl00932	Ribosomal_L37e	Ribosomal protein L37e. 60S ribosomal protein L37; Provisional	0
39505	412660	cl00937	Ribosomal_L21e	Ribosomal protein L21e. 50S ribosomal protein L21e; Reviewed	0
39511	412666	cl00945	Ribosomal_L18A	Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A. 50S ribosomal protein LX; Validated	0
39516	412671	cl00952	Ribosomal_L39	Ribosomal L39 protein. 50S ribosomal protein L39e; Validated	0
39518	412673	cl00955	Ribosomal_L34e	Ribosomal protein L34e. 60S ribosomal protein L34; Provisional	0
39523	412678	cl00969	Ribosomal_S19e	Ribosomal protein S19e. 30S ribosomal protein S19e; Provisional	0
39556	412709	cl01033	Ribosomal_L35Ae	Ribosomal protein L35Ae. 60S ribosomal protein L35a; Provisional	0
39934	413071	cl01799	Ribosomal_L13e	Ribosomal protein L13e. 60S ribosomal protein L13; Provisional	0
40026	413153	cl01993	Ribosomal_S26e	Ribosomal protein S26e. ribosomal protein S26; Provisional	0
40051	413175	cl02050	Ribosomal_S25	S25 ribosomal protein. 30S ribosomal protein S25e; Provisional	0
40071	413193	cl02102	S10_plectin	Plectin/S10 domain. 40S ribosomal protein S10; Provisional	0
40073	413195	cl02104	Ribosomal_L36e	Ribosomal protein L36e. 60S ribosomal protein L36; Provisional	0
40401	413539	cl02977	Ribosomal_L15e	Ribosomal L15. 50S ribosomal protein L15e; Validated	0
40425	413607	cl03141	Ribosomal_S7e	Ribosomal protein S7e. 40S ribosomal protein S7; Provisional	0
40440	413667	cl03348	Ribosomal_L22e	Ribosomal L22e protein family. 60S ribosomal protein L22; Provisional	0
40441	413668	cl03350	Ribosomal_L28e	Ribosomal L28e protein family. 60S ribosomal protein L28; Provisional	0
40442	413669	cl03352	Ribosomal_L38e	Ribosomal L38e protein family. 60S ribosomal protein L38; Provisional	0
40560	414182	cl04793	PSRP-3_Ycf65	Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65). putative ribosomal protein 3; Validated	0
40569	383919	cl04907	L51_S25_CI-B8	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain. Proteins containing this domain are located in the mitochondrion and include ribosomal protein L51, and S25. This domain is also found in mitochondrial NADH-ubiquinone oxidoreductase B8 subunit (CI-B8) . It is not known whether all members of this family form part of the NADH-ubiquinone oxidoreductase and whether they are also all ribosomal proteins.	0
40823	415589	cl09115	Ribosomal_L32p	Ribosomal L32p protein family. This protein describes bacterial ribosomal protein L32. The noise cutoff is set low enough to include the equivalent protein from mitochondria and chloroplasts. No related proteins from the Archaea nor from the eukaryotic cytosol are detected by this model. This model is a fragment model; the putative L32 of some species shows similarity only toward the N-terminus. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
40926	415815	cl09943	Ribosomal_L29_HIP	N/A. This family represents the N-terminal region (approximately 8 residues) of the eukaryotic mitochondrial 39-S ribosomal protein L47 (MRP-L47). Mitochondrial ribosomal proteins (MRPs) are the counterparts of the cytoplasmic ribosomal proteins, in that they fulfil similar functions in protein biosynthesis. However, they are distinct in number, features and primary structure.	0
41199	416408	cl12022	Ribosomal_L27A	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
41635	418557	cl19284	Ribosomal_L37ae	Ribosomal L37ae protein family. This model finds eukaryotic ribosomal protein eL43 (previously L37a) and its archaeal orthologs. The nomeclature is tricky because eukaryotes have proteins called both L37 and L37a. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
41928	419739	cl21569	Ribosomal_S30	Ribosomal protein S30. 40S ribosomal protein S30; Provisional	0
42268	329170	cl23919	Ribosomal_S22	30S ribosomal protein subunit S22 family. This family consists of the 30S ribosomal proteins subunit S22 polypeptides. This polypeptide is 47 amino acids in length and has a molecular weight of about 5 kDa. The S22 subunit is a component of the stationary-phase-specific ribosomal protein and is assembled in the ribosomal particles in the stationary phase. This subunit along with other stationary-phase-specific ribosomal proteins result in compositional changes of ribosomes during the stationary phase. The significance of this change is not clear as yet.	0
42360	420167	cl24037	MRP-S25	Mitochondrial ribosomal protein S25. MRP-S23 is one of the proteins that makes up the 55S ribosome in eukaryotes from nematodes to humans. It does not appear to carry any common motifs, either RNA binding or ribosomal protein motifs. All of the mammalian MRPs are encoded in nuclear genes that are evolving more rapidly than those encoding cytoplasmic ribosomal proteins. The MRPs are imported into mitochondria where they assemble coordinately with mitochondrially transcribed rRNAs into ribosomes that are responsible for translating the 13 mRNAs for essential proteins of the oxidative phosphorylation system. MRP-S23 is significantly up-regulated in uterine cancer cells.	0
42628	421510	cl27476	Ribosomal_L14e	Ribosomal protein L14. 60S ribosomal protein L14; Provisional	0
42632	421513	cl27501	Ribosomal_L29e	Ribosomal L29e protein family. 60S ribosomal protein L29; Provisional	0
42666	332592	cl27771	RPS31	Ribosomal protein S31e. Members of this protein are the lineage-specific bacterial ribosomal small subunit proteint bTHX (previously THX), originally shown to exist in the genus Thermus. The protein is conserved for the first 26 amino acids, past which some members continue with additional sequence, often repetitive or low-complexity. This model also finds eukaryotic organelle forms, which have additional N-terminal transit peptides. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
42980	421791	cl29338	Ribosomal_L11	N/A. The N-terminal domain of Ribosomal protein L11 adopts an alpha/beta fold and is followed by the RNA binding C-terminal domain.	0
43026	421862	cl29562	Ribosomal_L7_L12	N/A. Ribosomal protein L7/L12. Ribosomal protein L7/L12 refers to the large ribosomal subunit proteins L7 and L12, which are identical except that L7 is acetylated at the N terminus. It is a component of the L7/L12 stalk, which is located at the surface of the ribosome. The stalk base consists of a portion of the 23S rRNA and ribosomal proteins L11 and L10. An extended C-terminal helix of L10 provides the binding site for L7/L12. L7/L12 consists of two domains joined by a flexible hinge, with the helical N-terminal domain (NTD) forming pairs of homodimers that bind to the extended helix of L10. It is the only multimeric ribosomal component, with either four or six copies per ribosome that occur as two or three dimers bound to the L10 helix. L7/L12 is the only ribosomal protein that does not interact directly with rRNA, but instead has indirect interactions through L10. The globular C-terminal domains of L7/L12 are highly mobile. They are exposed to the cytoplasm and contain binding sites for other molecules. Initiation factors, elongation factors, and release factors are known to interact with the L7/L12 stalk during their GTP-dependent cycles. The binding site for the factors EF-Tu and EF-G comprises L7/L12, L10, L11, the L11-binding region of 23S rRNA, and the sarcin-ricin loop of 23S rRNA. Removal of L7/L12 has minimal effect on factor binding and it has been proposed that L7/L12 induces the catalytically active conformation of EF-Tu and EF-G, thereby stimulating the GTPase activity of both factors. In eukaryotes, the proteins that perform the equivalent function to L7/L12 are called P1 and P2, which do not share sequence similarity with L7/L12. However, a bacterial L7/L12 homolog is found in some eukaryotes, in mitochondria and chloroplasts. In archaea, the protein equivalent to L7/L12 is called aL12 or L12p, but it is closer in sequence to P1 and P2 than to L7/L12.	0
43108	421973	cl30086	Ribosomal_L6	Ribosomal protein L6. Members of this protein family are the archaeal form ofribosomal protein uL6 (previously L9 in yeast and human). The top-scoring proteins not selected by this model are eukaryotic cytosolic uL6. Bacterial ribosomal protein L6 scores lower and is described by a distinct model. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
43412	424298	cl40667	RplB	Ribosomal protein L2 [Translation, ribosomal structure and biogenesis]. This model distinguishes bacterial and organellar ribosomal protein L2 from its counterparts in the archaea nad in the eukaryotic cytosol. Plant mitochondrial examples tend to have long, variable inserts. [Protein synthesis, Ribosomal proteins: synthesis and modification]	0
43426	424326	cl40695	Ribosomal_S4	Ribosomal protein S4/S9 N-terminal domain. 30S ribosomal protein S4; Validated	0
43698	395111	pfam00163	Ribosomal_S4	Ribosomal protein S4/S9 N-terminal domain. This family includes small ribosomal subunit S9 from prokaryotes and S16 from metazoans. This domain is predicted to bind to ribosomal RNA. This domain is composed of four helices in the known structure. However the domain is discontinuous in sequence and the alignment for this family contains only the first three helices.	87
43699	395112	pfam00164	Ribosom_S12_S23	Ribosomal protein S12/S23. This protein is known as S12 in bacteria and archaea and S23 in eukaryotes.	114
43712	395125	pfam00177	Ribosomal_S7	Ribosomal protein S7p/S5e. This family contains ribosomal protein S7 from prokaryotes and S5 from eukaryotes.	132
43716	395129	pfam00181	Ribosomal_L2	Ribosomal Proteins L2, RNA binding domain. 	77
43724	395137	pfam00189	Ribosomal_S3_C	Ribosomal protein S3, C-terminal domain. This family contains a central domain pfam00013, hence the amino and carboxyl terminal domains are stored separately. This is a minimal carboxyl-terminal domain. Some are much longer.	83
43737	395149	pfam00203	Ribosomal_S19	Ribosomal protein S19. 	80
43770	395181	pfam00237	Ribosomal_L22	Ribosomal protein L22p/L17e. This family includes L22 from prokaryotes and chloroplasts and L17 from eukaryotes.	104
